ID de la playlist,ID des chaînes,Date et heure de création,Date et heure de mise à jour,Titre,Description,Visibilité
8mXP3ZzrSx8,2018-07-15 11:35:02 UTC
SwhXM0qYYwM,2018-07-14 18:20:56 UTC
djdN9JBAGl0,2018-07-14 15:30:49 UTC
W2wLQHCUmNE,2018-07-13 19:38:00 UTC
r3EAy5GkWm4,2018-07-13 19:37:13 UTC
pVhdItOuZPo,2018-07-06 14:32:00 UTC
xMiPb9HvZJ8,2018-07-06 11:20:14 UTC
VBVCRq4t_NQ,2018-07-05 12:25:57 UTC
41phB_nAA_8,2018-07-03 18:42:29 UTC
qjDEEIiS3T0,2018-07-03 15:51:18 UTC
FklI7ncMPik,2018-07-03 10:54:56 UTC
0q2o4BubIeI,2018-07-03 10:35:56 UTC
9Xc7DN-noAc,2018-07-03 00:13:11 UTC
TG796An9kNk,2018-06-30 19:35:13 UTC
acWuVPeTwa0,2018-06-30 18:53:34 UTC
wkjbBiyR8Vw,2018-06-27 19:59:53 UTC
D3zzfdb0gZU,2018-06-27 19:59:38 UTC
kb6GML4rx0o,2018-06-25 20:53:57 UTC
9qJdCQdnz_k,2018-06-23 10:26:12 UTC
u3pPfFKXWd4,2018-06-21 22:28:40 UTC
NYRsJnViBgs,2018-06-21 22:27:27 UTC
p0t0J_ERzHM,2018-06-21 18:03:33 UTC
JGssuMioeKg,2018-06-21 18:03:21 UTC
W-DTXGVTfkc,2018-06-21 18:01:10 UTC
FbQtDNSMoxM,2018-06-21 18:00:08 UTC
oRSm7DUvykk,2018-06-20 07:28:21 UTC
2euhroKGAN0,2018-06-19 22:19:29 UTC
 -aDvyYtG6Ak,2018-06-18 05:25:03 UTC
FnRHJ_nhgjU,2018-06-16 10:00:27 UTC
X5AWgHV6NGo,2018-06-15 17:33:06 UTC
Rx-W58G2-Ew,2018-06-15 17:02:52 UTC
NLbeql65dEc,2018-06-15 12:38:02 UTC
G0E7Q6oXLgw,2018-06-15 05:06:12 UTC
hUrBKFG9Ilw,2018-06-12 18:28:19 UTC
VF8NK2pZK3A,2018-06-12 18:28:16 UTC
Qz0vPKWVVVs,2018-06-10 21:43:39 UTC
7YoMGxBa0bw,2018-06-08 19:01:55 UTC
O7a10a_D8nE,2018-06-07 23:12:55 UTC
Y8uh9eIBGmE,2018-06-07 21:20:44 UTC
h4f5lY7tbHo,2018-06-07 12:45:42 UTC
wyT2n11duok,2018-06-04 18:10:57 UTC
HA05pYsXV9U,2018-06-02 18:13:28 UTC
35aEjj8C4Cg,2018-05-31 17:21:09 UTC
pdImqbt14YM,2018-05-31 17:20:53 UTC
6S7c5ib0YxE,2018-05-31 17:20:45 UTC
l-xLx8HHx_I,2018-05-31 17:20:01 UTC
MK-etZ0HWWY,2018-05-31 17:18:58 UTC
tg14QmJ1IhY,2018-05-31 17:18:34 UTC
3EDU_Y_1_Xc,2018-05-31 17:18:00 UTC
Z2FtPv7Xy-4,2018-05-31 17:17:36 UTC
LdPTSqltiVk,2018-05-31 17:17:11 UTC
t99NLa7k55M,2018-05-31 17:17:03 UTC
f4npYe_Cbfg,2018-05-31 01:07:42 UTC
QuNN6KMkOeU,2018-05-30 17:21:32 UTC
pAMDtXUnrUo,2018-05-29 14:29:14 UTC
 -rwu2rh8n7Q,2018-05-29 13:39:49 UTC
3igB_pZAMhU,2018-05-29 06:55:47 UTC
LWK2jHG5XfE,2018-05-29 06:55:30 UTC
_OIlIRLXGe4,2018-05-26 19:11:55 UTC
Emya5ni_Eqo,2018-05-26 15:32:43 UTC
BBMte6t1aJg,2018-05-26 11:44:14 UTC
0PrUr3bQdwM,2018-05-26 00:02:05 UTC
LVrzUEZMoTI,2018-05-24 22:27:38 UTC
2Y5bGpWNYKc,2018-05-24 08:28:22 UTC
s-2w5fBKZ8I,2018-05-24 08:21:41 UTC
l4bAoNAx2uo,2018-05-24 08:20:55 UTC
1s7jzmV8u-g,2018-05-23 12:24:35 UTC
Dc9BuBslF1Y,2018-05-23 09:08:46 UTC
MVJXi6IXWyI,2018-05-22 11:12:46 UTC
6KtuwzY2WFs,2018-05-22 11:12:19 UTC
oD_3wMh5kLg,2018-05-22 11:12:08 UTC
a9mP2s4xE3o,2018-05-21 17:18:29 UTC
y5yQXtUeyUY,2018-05-20 07:20:18 UTC
f9_o42QaVnA,2018-05-19 22:37:13 UTC
2Q8o5g0KMD4,2018-05-19 07:03:01 UTC
oV0zkMe1K8s,2018-05-18 22:47:39 UTC
rkaubkFS8GU,2018-05-18 12:38:35 UTC
r0eDR9OeMJk,2018-05-18 00:23:42 UTC
3eQP6JoxtKk,2018-05-17 20:57:31 UTC
_GQsd06eP9M,2018-05-17 19:35:33 UTC
xmvx4qpCy-A,2018-05-17 18:43:41 UTC
v6gYpfRnXa4,2018-05-16 01:26:44 UTC
aAOzlinU94g,2018-05-15 20:20:03 UTC
GLp7LtXmy68,2018-05-15 17:51:14 UTC
4qjHYf7MZOM,2018-05-15 17:50:26 UTC
uBYzYji4rmE,2018-05-15 17:50:11 UTC
0wfN_DtNtyo,2018-05-15 14:32:16 UTC
0x8ktwdqAmg,2018-05-15 14:31:36 UTC
5-Ur71ZnNVk,2018-05-15 14:31:09 UTC
VLgTy0eu1oY,2018-05-15 01:10:42 UTC
stR5nWkq3LU,2018-05-14 09:12:12 UTC
FSmXA01l-_8,2018-05-14 05:10:32 UTC
qGUWqHUzGLk,2018-05-14 05:10:21 UTC
nqOPXtjy4VE,2018-05-13 19:07:45 UTC
wkpqiKj9eLM,2018-05-13 19:07:39 UTC
ENSvuyS_kHw,2018-05-09 07:08:23 UTC
-9h8otWQShs,2018-05-08 18:56:16 UTC
XoEFXuzTa_I,2018-05-08 08:20:39 UTC
6eF59X5auFo,2018-05-07 19:56:45 UTC
YttQnPy65d8,2018-05-04 20:49:55 UTC
bvXxLp_G9w0,2018-05-03 22:31:08 UTC
g5heqXQUr9k,2018-05-02 20:54:26 UTC
lp-EO5I60KA,2018-05-02 20:39:16 UTC
f4cC3x5GUl8,2018-05-02 20:38:18 UTC
hvFbmImsCc4,2018-05-02 14:36:27 UTC
bBERKmBIKaY,2018-05-02 14:29:55 UTC
daOukG0oHGI,2018-05-01 19:56:53 UTC
BmLycDL81XI,2018-05-01 07:59:10 UTC
tfYBmMM-q9U,2018-05-01 07:59:07 UTC
 -l7TOYJZBtI,2018-04-30 23:39:33 UTC
2Swn5qnZP20,2018-04-30 11:42:33 UTC
z2_eD6GxINw,2018-04-30 11:42:24 UTC
Dpd7Wzz1UI0,2018-04-29 12:30:18 UTC
dLYUc5t6wag,2018-04-28 17:32:57 UTC
sMTtWXtpYhU,2018-04-28 09:27:24 UTC
IDXeWKq6ids,2018-04-28 09:26:14 UTC
WxuRMOXSjmQ,2018-04-28 09:24:05 UTC
4n3hcs_6jYA,2018-04-28 09:24:00 UTC
VybWkpt_3Jo,2018-04-28 07:41:28 UTC
UMlmkM2f3qE,2018-04-28 07:39:20 UTC
55nj3oyQhwA,2018-04-27 19:01:14 UTC
ht0phFflvLU,2018-04-27 19:01:09 UTC
iLI-RxLBnVU,2018-04-27 07:38:05 UTC
LOvbgihbxN8,2018-04-26 21:08:13 UTC
LzCOq2WFsSk,2018-04-26 21:08:04 UTC
zHunZ3JSk9k,2018-04-26 19:02:27 UTC
8-sLhsSofnU,2018-04-26 10:41:09 UTC
8WAsQKcJ_Xo,2018-04-26 10:40:04 UTC
gbdls0XiP1A,2018-04-26 08:52:11 UTC
WY0srPDYiTs,2018-04-26 08:52:07 UTC
FXWwDwi9wjA,2018-04-26 08:52:01 UTC
uwPFnvniA7w,2018-04-26 08:51:55 UTC
IMzctUXEhI8,2018-04-26 08:49:25 UTC
VAIsAcZ2if8,2018-04-25 18:22:19 UTC
SX4jBO7wImE,2018-04-25 06:01:34 UTC
zY3VO7WqfXs,2018-04-24 10:10:06 UTC
eoHC_rfX50U,2018-04-24 00:35:31 UTC
Cb2ZDK_tGHk,2018-04-24 00:35:24 UTC
3DGlk_JAm8U,2018-04-23 17:30:54 UTC
XvTYqvv8XJo,2018-04-23 13:52:45 UTC
78q9QXwKnQc,2018-04-21 22:51:47 UTC
QG0hwZYHaT4,2018-04-21 22:51:22 UTC
7u_KJsoDZXs,2018-04-21 22:51:03 UTC
AD3TSrfwJgE,2018-04-21 08:19:51 UTC
5yTxSxLHYl4,2018-04-19 19:43:18 UTC
vNtMDhE6inc,2018-04-19 19:38:39 UTC
LTVX64lRGwI,2018-04-19 13:30:51 UTC
XvTBghEDXHc,2018-04-18 20:38:58 UTC
8FfHxoAwKWU,2018-04-18 20:38:56 UTC
1lC9hiK0sq4,2018-04-18 18:14:46 UTC
f3s9nvr37Lw,2018-04-18 18:14:39 UTC
USKzAj1dOq4,2018-04-18 18:14:14 UTC
PwA3UfCvGeo,2018-04-18 18:13:48 UTC
cVhGziv39gQ,2018-04-18 09:21:31 UTC
sq4hYZlDPec,2018-04-18 04:34:09 UTC
I0w75OPd8VA,2018-04-17 16:07:39 UTC
xqTi4jsZWOs,2018-04-17 16:07:28 UTC
wfNgSxH09OE,2018-04-17 13:06:43 UTC
UVX0OUO9ptU,2018-04-17 05:17:47 UTC
eImKG9Y_gWQ,2018-04-17 05:16:26 UTC
 -l4s901oOUY,2018-04-17 05:16:02 UTC
TKGA7MhxPWc,2018-04-16 18:31:49 UTC
HJYqgZDmsZo,2018-04-16 18:31:40 UTC
p8Ktbrmp0Ag,2018-04-16 14:44:45 UTC
hxMq5N1IQoA,2018-04-16 10:06:20 UTC
5BJaHI3xofw,2018-04-16 07:35:46 UTC
PnFy9-ztHto,2018-04-15 09:40:12 UTC
rTGn76YljUM,2018-04-15 09:39:33 UTC
i5qOzqD9Rms,2018-04-15 09:35:22 UTC
MtUxFCicxuM,2018-04-14 00:34:41 UTC
ahkkJaFi6Fs,2018-04-13 20:00:22 UTC
Gx5DV5zFKlU,2018-04-13 20:00:15 UTC
WIEUK228PDQ,2018-04-13 13:45:58 UTC
2fJidsBpexY,2018-04-12 18:23:22 UTC
drjH6zVYUBA,2018-04-12 13:16:03 UTC
QzXuhCJWOx0,2018-04-12 06:01:47 UTC
y3Zqh_5iqk0,2018-04-12 05:59:44 UTC
NN8LfZPcTAU,2018-04-12 05:59:30 UTC
_i18Pi6el9U,2018-04-12 05:55:19 UTC
OLTlluylLoQ,2018-04-11 20:48:13 UTC
x7PpE15yh58,2018-04-09 00:32:58 UTC
dtMrvR42Z0A,2018-04-09 00:32:42 UTC
B-t4bU3-lHA,2018-04-08 21:30:33 UTC
B8n74OdNMh8,2018-04-08 17:49:46 UTC
1Ya67aLaaCc,2018-04-08 17:49:29 UTC
v1YojYU5nPQ,2018-04-07 11:08:38 UTC
kjC3zBKgL3M,2018-04-07 11:08:09 UTC
Z5onlG_8J18,2018-04-06 20:26:12 UTC
Lak0NKTq5x0,2018-04-06 14:42:56 UTC
33_XesFphn4,2018-04-06 06:05:13 UTC
ut6UYwbt6Xk,2018-04-03 17:49:48 UTC
RwluC6GoKLE,2018-04-03 17:48:53 UTC
rKCghPHYn88,2018-04-03 14:05:10 UTC
2RKptf9Vu-U,2018-04-03 08:52:51 UTC
IjGJmgvekKo,2018-04-02 18:24:32 UTC
uVKJsVEWdlM,2018-04-02 18:24:25 UTC
f3TSu9feIXs,2018-04-02 14:22:30 UTC
qORLlDkTLms,2018-04-01 10:26:22 UTC
18tgsQEj_Jk,2018-04-01 10:26:12 UTC
Nex2B7yFxYs,2018-03-31 20:46:11 UTC
EBfLgsh2fzs,2018-03-30 14:03:38 UTC
jDPStdbP_10,2018-03-30 01:16:01 UTC
byku-4Sl4zE,2018-03-30 01:07:34 UTC
WRSyEGnMTxg,2018-03-29 19:03:00 UTC
Wu_cWLKSn5s,2018-03-29 14:57:07 UTC
_hHBW0dxCdk,2018-03-29 14:57:02 UTC
OWnqhK9MPLk,2018-03-29 14:56:57 UTC
ByeyFfOHgQA,2018-03-28 11:33:54 UTC
pWpag0XUWwk,2018-03-28 08:27:50 UTC
kjS0QPfl_9k,2018-03-27 19:24:22 UTC
mvUwLmOoTrA,2018-03-26 18:43:21 UTC
raNNjJzFLMw,2018-03-26 13:36:07 UTC
7G9sWgDqzZs,2018-03-25 22:45:22 UTC
552iTUDwYb8,2018-03-25 22:10:22 UTC
2bUNUlyD6h0,2018-03-25 22:10:17 UTC
xe0cHo_VC7k,2018-03-25 22:10:06 UTC
gP1AfTxMTA4,2018-03-25 22:09:47 UTC
q6WqJYq9jx8,2018-03-24 16:30:18 UTC
GABCneYEE84,2018-03-23 06:54:45 UTC
M20GMX7ddT8,2018-03-21 14:58:35 UTC
9a-tUyn9DcU,2018-03-21 14:56:55 UTC
AywQCvSN2tQ,2018-03-20 21:55:19 UTC
vth-XeQMNCg,2018-03-20 21:55:05 UTC
M08npQQFiMY,2018-03-20 17:32:27 UTC
BQ35zr_1yIE,2018-03-20 17:11:15 UTC
UiOTSKBy6ME,2018-03-19 20:30:09 UTC
P1_jhvSVZ0s,2018-03-19 16:31:46 UTC
ApkuvIlZ24Y,2018-03-18 15:25:21 UTC
WoTt1qtvFUY,2018-03-16 10:35:58 UTC
vCY69gDGNYE,2018-03-16 08:29:02 UTC
ngE5kfBx398,2018-03-14 13:42:57 UTC
xIvaQ1Hv2Ug,2018-03-14 06:11:15 UTC
in5TfQfUIBY,2018-03-13 10:18:11 UTC
Bl3xSPfd27A,2018-03-12 14:02:39 UTC
XkOPqXIce7E,2018-03-12 11:50:50 UTC
9rHZzAvfDZA,2018-03-08 22:51:51 UTC
qoicf4huNYk,2018-03-08 22:51:44 UTC
l3gpkP-Atpc,2018-03-08 22:51:30 UTC
yeCNkm7gzfc,2018-03-08 22:49:17 UTC
WiFf1Z1N4KM,2018-03-08 22:49:06 UTC
fDfNoCjtXvQ,2018-03-08 22:48:59 UTC
2nMujDGhw7o,2018-03-08 22:46:39 UTC
zcMHqUC9YvM,2018-03-08 22:46:22 UTC
LU2N_5ncnUA,2018-03-08 22:45:55 UTC
S3FtIuVNY8k,2018-03-08 22:45:22 UTC
OUi1mJr577k,2018-03-08 15:10:14 UTC
iXw5weIlJ0k,2018-03-07 05:54:43 UTC
5bJ_gb19pKQ,2018-03-06 20:22:07 UTC
Y6yICQ3sCDk,2018-03-05 05:33:31 UTC
SIJwdcj4rlM,2018-03-04 20:40:27 UTC
JS_mbnQTIZw,2018-02-28 23:09:53 UTC
VXjz_G6FUrg,2018-02-28 12:42:20 UTC
5t5dct7jdps,2018-02-28 12:42:16 UTC
ZpEGeTS24rY,2018-02-26 09:52:11 UTC
mBXGjD5ASrQ,2018-02-25 16:23:47 UTC
LuSh4-cbAOc,2018-02-25 11:28:29 UTC
DC-QGkKrxdM,2018-02-23 05:46:03 UTC
xguCNHXlomc,2018-02-21 19:17:15 UTC
9x6KApzgtjU,2018-02-20 08:37:21 UTC
CFPt6pqTaIo,2018-02-20 08:36:27 UTC
 -jWIDwq44ZI,2018-02-20 08:36:01 UTC
ImYci3uWXbg,2018-02-20 08:35:17 UTC
VJEP8PwkR2o,2018-02-20 08:35:06 UTC
HpKF1GAArp4,2018-02-20 08:34:46 UTC
Nnl-yQjGYBs,2018-02-20 08:32:27 UTC
ogPI690oPKE,2018-02-19 18:24:11 UTC
hYwFBjiortE,2018-02-16 11:59:45 UTC
Eg84ARTYhCo,2018-02-15 20:55:36 UTC
apvo2iIXg10,2018-02-15 19:06:49 UTC
FfaGy5YjRxA,2018-02-15 19:06:46 UTC
jS1SlGAJ1YA,2018-02-15 08:00:15 UTC
5rvlknrAic0,2018-02-14 20:25:18 UTC
G-90qEJAVkU,2018-02-14 20:25:13 UTC
IDuEc9MGfJk,2018-02-14 18:45:35 UTC
AuYb6r83dXI,2018-02-13 21:00:35 UTC
rXyKq7izYCQ,2018-02-13 11:48:45 UTC
zSv0Y7qrzQM,2018-02-13 11:47:55 UTC
cJOHtiz-SaQ,2018-02-09 05:52:00 UTC
gVxNkUSFwk4,2018-02-09 05:51:55 UTC
lSR-s0GGVSc,2018-02-03 16:35:10 UTC
t7HjJxocH1Q,2018-02-03 09:13:20 UTC
OZQF2ulF9AA,2018-02-01 15:29:06 UTC
AzDfnHVfEdA,2018-01-31 20:24:13 UTC
0C3bP6iTJ8o,2018-01-31 19:29:36 UTC
yMk3q1IoDgU,2018-01-31 07:13:45 UTC
Y-8b99rGpkM,2018-01-28 23:49:37 UTC
zO-dFDbuoMQ,2018-01-28 01:16:33 UTC
iTPTrjQ_xPw,2018-01-27 01:23:27 UTC
j5aO3i-75lg,2018-01-25 16:22:03 UTC
JZoO1Ftj-bM,2018-01-24 14:13:32 UTC
uGSfliYZO-Q,2018-01-21 21:49:03 UTC
CzrUVbvGNeM,2018-01-20 15:20:52 UTC
TIWw3nuuADU,2018-01-19 10:38:47 UTC
UahJqxIviIk,2018-01-19 10:38:42 UTC
Y_TTsEfFrHA,2018-01-19 10:38:36 UTC
lPHypsuXNKs,2018-01-18 06:17:06 UTC
M3PPk2H5ces,2018-01-17 19:18:48 UTC
ntpZt8eAvy0,2018-01-17 19:12:13 UTC
xzRaYig07Ok,2018-01-14 21:49:07 UTC
v4O9rMQ-TlU,2018-01-14 16:11:39 UTC
UH0nTHb6OdY,2018-01-14 15:35:14 UTC
bNwTrSBL_QU,2018-01-09 15:24:43 UTC
dLUHlVLyRxA,2018-01-09 15:24:30 UTC
ED7HKLbV7UA,2018-01-01 18:29:11 UTC
Xy6aRuMinL4,2017-12-17 20:51:33 UTC
d61W869sZjw,2017-12-09 14:07:59 UTC
sUw55rnjoe8,2017-12-09 14:07:24 UTC
NlJAtDVg_DQ,2017-12-09 04:36:46 UTC
_h4n5h67md8,2017-12-09 04:36:36 UTC
JnZM9VY86_w,2017-12-09 04:36:00 UTC
YRycl7upCbo,2017-12-02 04:10:49 UTC
wvQGoAg7rcA,2017-12-02 04:10:28 UTC
5W8pogmgzrs,2017-12-01 08:09:07 UTC
Vh8tZ_qkY1o,2017-12-01 08:08:54 UTC
virIYDUTLgM,2017-11-28 21:25:18 UTC
Gci-KI-RRbg,2017-11-26 21:09:58 UTC
YlptgqP_PEA,2017-11-26 18:54:32 UTC
kvwNgtAR8cE,2017-11-26 18:54:25 UTC
a2diwyY8Cuc,2017-11-22 12:07:28 UTC
IcCGjQ4pUO0,2017-11-17 12:03:51 UTC
tHLw7ox458c,2017-11-15 20:53:40 UTC
1GsMq3zZzQ4,2017-11-15 20:50:56 UTC
hpWYtXtmEFQ,2017-11-15 20:50:51 UTC
0icj3tvHo08,2017-11-15 20:49:33 UTC
i5tV3GNwVKc,2017-10-25 20:18:54 UTC
ir5dK05VgN0,2017-10-25 20:18:45 UTC
gAdo3dGYd1E,2017-10-25 06:02:54 UTC
z3X49SYvbo0,2017-10-24 21:45:20 UTC
O8hQVlRgFlU,2017-10-24 05:57:08 UTC
oxcsAkwPH1w,2017-10-23 19:23:54 UTC
fXVDYjK59yc,2017-10-23 18:24:17 UTC
tUyYzmYDmWA,2017-10-23 18:24:11 UTC
Dp-bjnn_aOE,2017-10-22 18:09:08 UTC
yGN5Gr9GsUs,2017-10-18 13:22:25 UTC
me-rtS87utg,2017-10-18 13:22:20 UTC
1gzSkUVZuoo,2017-10-18 13:21:49 UTC
Rt_EifzBhiI,2017-10-18 13:21:32 UTC
iqaipBpnVRE,2017-10-18 13:21:10 UTC
6ypHJihbHs4,2017-10-18 13:20:38 UTC
S40QrKhEo_c,2017-10-18 13:19:32 UTC
Dq3PhCK7cn4,2017-10-18 13:18:12 UTC
0qWBlVUHARo,2017-10-06 10:57:18 UTC
1H6_q7T1yC4,2017-10-06 10:56:21 UTC
_woMCJzkvD0,2017-10-06 10:55:39 UTC
P9r5ZkXyoPc,2017-10-06 10:55:22 UTC
2v1BgTZ0ucg,2017-10-06 10:54:54 UTC
XBy-lYxiyyc,2017-10-05 10:58:33 UTC
o5xxIciBSME,2017-10-05 10:58:27 UTC
0sKRRY5tQz8,2017-10-03 05:46:13 UTC
sO9dgJoGXIs,2017-10-02 11:25:40 UTC
jKInAMNrXRA,2017-09-20 21:07:55 UTC
Rht1iotV96M,2017-09-20 13:46:13 UTC
CjYPLWcgAOE,2017-09-20 13:45:52 UTC
rVWN6-5wXq8,2017-09-03 23:34:44 UTC
p1pZmbuygZY,2017-09-02 16:19:48 UTC
xrX4WwgBuyA,2017-08-31 21:05:14 UTC
8GYL6c_GTE0,2017-08-31 21:02:53 UTC
sBwM9c8ctGg,2017-08-31 10:32:42 UTC
JJdtl5_6RrM,2017-08-25 10:00:16 UTC
wAkbCGNbvw8,2017-08-06 16:55:06 UTC
8pg1obK0Qfo,2017-08-06 16:55:00 UTC
bV4AEBk6KDY,2017-08-06 16:54:20 UTC
sqB-SsOSNe0,2017-08-06 10:04:45 UTC
hjopY6IOsl8,2017-08-06 10:04:43 UTC
uA0O9gGK5Yk,2017-07-30 23:07:46 UTC
cmXDqH26EMo,2017-07-26 00:32:41 UTC
uUlglEHMMtg,2017-07-12 23:29:22 UTC
63UIBoIF3mY,2017-06-26 13:09:41 UTC
v8bZBn2dCYU,2017-06-26 13:07:20 UTC
wGB1aLDR2Es,2017-06-08 21:06:17 UTC
kLnYBUxgKFM,2017-05-04 10:34:31 UTC

